project,dissection_date,dissector,fish_species,fish_id,stomach_id,site,collection_date,prey_common_name,prey_wet_weight,prey_category,n_prey,prey_condition,notes,stomach_id_base,prey_wet_weight_g,prey_category_clean,has_weight,region,position,station
BOEM,45825,Cheyenne,Atlantic Bumper,ATB056,ATB056gc,EI1,45071,mush,<0.1,unidentifiable mush,-,1,,ATB056gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45825,Sophia,Atlantic Bumper,ATB057,ATB057gc,EI1,45071,mush,<0.1,unidentifiable mush,-,1,,ATB057gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45825,Cheyenne,Atlantic Bumper,ATB058,ATB058gc,EI1,45071,mush,<0.1,unidentifiable mush,-,1,,ATB058gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45825,Sophia,Atlantic Bumper,ATB059,ATB059gc,EI1,45071,mush,<0.1,unidentifiable mush,-,1,,ATB059gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45825,Cheyenne,Atlantic Bumper,ATB060,ATB060gc,EI1,45071,mush,<0.1,unidentifiable mush,-,1,,ATB060gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45825,Dalton,Atlantic Bumper,ATB061,ATB061gc,EO1,45224,mush,0.1,unidentifiable mush,-,1,,ATB061gc,0.1,unidentifiable mush,TRUE,East,Outer,1
BOEM,45825,Dalton,Atlantic Bumper,ATB063,ATB063gc,EO1,45224,mush,0.1,unidentifiable mush,-,1,,ATB063gc,0.1,unidentifiable mush,TRUE,East,Outer,1
BOEM,45825,Dannette,Atlantic Bumper,ATB064,ATB064gc,EO1,45224,mush,0.2,unidentifiable mush,-,1,,ATB064gc,0.2,unidentifiable mush,TRUE,East,Outer,1
BOEM,45825,Dalton,Atlantic Bumper,ATB065,ATB065gc,EO1,45224,mush,0.2,unidentifiable mush,-,1,,ATB065gc,0.2,unidentifiable mush,TRUE,East,Outer,1
BOEM,45825,Dannette,Atlantic Bumper,ATB066,ATB066gc,EO1,45224,mush,0.3,unidentifiable mush,-,1,,ATB066gc,0.3,unidentifiable mush,TRUE,East,Outer,1
BOEM,45825,Dannette,Atlantic Bumper,ATB067,ATB067gc,EO1,45224,mush,0.4,unidentifiable mush,-,1,,ATB067gc,0.4,unidentifiable mush,TRUE,East,Outer,1
BOEM,45825,Dalton,Atlantic Bumper,ATB068,ATB068gc,EO1,45224,mush,0.1,unidentifiable mush,-,1,,ATB068gc,0.1,unidentifiable mush,TRUE,East,Outer,1
BOEM,45825,Dalton,Atlantic Bumper,ATB070,ATB070gc,EO1,45224,mush,<0.1,unidentifiable mush,-,1,,ATB070gc,0.05,unidentifiable mush,TRUE,East,Outer,1
BOEM,45825,Sophia,Spot,SPO103,SPO103gc,EI1,45224,mush,<0.1,unidentifiable mush,-,1,,SPO103gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45825,Cheyenne,Spot,SPO104,SPO104gc,EI1,45224,mush,<0.1,unidentifiable mush,-,1,,SPO104gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45825,Dalton,Spot,SPO105,SPO105gc,EI1,45224,-,-,unidentifiable mush,-,-,,SPO105gc,NA,unidentifiable mush,FALSE,East,Inner,1
BOEM,45825,Cheyenne,Spot,SPO106,SPO106gc,EI1,45224,mush/sand,0.1,detritus,-,1,,SPO106gc,0.1,detritus,TRUE,East,Inner,1
BOEM,45825,Sophia,Spot,SPO107,SPO107gc,EI1,45224,-,-,unidentifiable mush,-,-,,SPO107gc,NA,unidentifiable mush,FALSE,East,Inner,1
BOEM,45825,Dalton,Spot,SPO108,SPO108gc,EI1,45224,-,-,unidentifiable mush,-,-,,SPO108gc,NA,unidentifiable mush,FALSE,East,Inner,1
BOEM,45825,Sophia,Spot,SPO109,SPO109gc,EI1,45224,mush,<0.1,unidentifiable mush,-,1,,SPO109gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45825,Cheyenne,Spot,SPO110,SPO110gc,EI1,45224,-,-,unidentifiable mush,-,-,,SPO110gc,NA,unidentifiable mush,FALSE,East,Inner,1
BOEM,45825,Dalton,Spot,SPO111,SPO111gc,EI1,45224,mush,0.1,unidentifiable mush,-,1,,SPO111gc,0.1,unidentifiable mush,TRUE,East,Inner,1
BOEM,45825,Cheyenne,Spot,SPO112,SPO112gc,EI1,45224,mush,<0.1,unidentifiable mush,-,1,,SPO112gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45826,Dannette,Thread Herring,THH087,THH087gc,EI1,45224,mush,0.1,unidentifiable mush,-,1,,THH087gc,0.1,unidentifiable mush,TRUE,East,Inner,1
BOEM,45826,Dalton,Thread Herring,THH088,THH088gc,EI1,45224,mush,0.1,unidentifiable mush,-,1,,THH088gc,0.1,unidentifiable mush,TRUE,East,Inner,1
BOEM,45826,Dannette,Thread Herring,THH089,THH089gc,EI1,45224,mush,<0.1,unidentifiable mush,-,1,,THH089gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45826,Dalton,Thread Herring,THH090,THH090gc,EI1,45224,mush,<0.1,unidentifiable mush,-,1,,THH090gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45826,Dannette,Thread Herring,THH091,THH091gc,EI1,45224,mush,<0.1,unidentifiable mush,-,1,,THH091gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45826,Dannette,Thread Herring,THH093,THH093gc,EI1,45224,mush,0.1,unidentifiable mush,-,1,,THH093gc,0.1,unidentifiable mush,TRUE,East,Inner,1
BOEM,45826,Dalton,Thread Herring,THH092,THH092gc,EI1,45224,mush,<0.1,unidentifiable mush,-,1,,THH092gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45826,Dannette,Thread Herring,THH094,THH094gc,EI1,45224,mush,0.1,unidentifiable mush,-,1,,THH094gc,0.1,unidentifiable mush,TRUE,East,Inner,1
BOEM,45826,Dannette,Striped Anchovy,STA196,STA196gc,EO1,45224,mush,<0.1,unidentifiable mush,-,1,,STA196gc,0.05,unidentifiable mush,TRUE,East,Outer,1
BOEM,45826,Dalton,Weakfish,WEF029,WEF029gc,EI1,45224,STA,3,unidentifiable mush,1,5,,WEF029gc,3,unidentifiable mush,TRUE,East,Inner,1
BOEM,45826,Dalton,Weakfish,WEF030,WEF030gc,EI1,45224,mush,<0.1,unidentifiable mush,-,1,,WEF030gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45827,Dalton,Thread Herring,THH097,THH097gc,WO3,45956,mush,<0.1,unidentifiable mush,-,1,,THH097gc,0.05,unidentifiable mush,TRUE,West,Outer,3
BOEM,45827,Cheyenne,Thread Herring,THH098,THH098gc,WO3,45956,mush,<0.1,unidentifiable mush,-,1,,THH098gc,0.05,unidentifiable mush,TRUE,West,Outer,3
BOEM,45827,Sam,Thread Herring,THH108,THH108gc,WI2,45956,mush,0.2,unidentifiable mush,-,1,,THH108gc,0.2,unidentifiable mush,TRUE,West,Inner,2
BOEM,45827,Dalton,Thread Herring,THH099,THH099gc,WO3,45956,mush,0.1,unidentifiable mush,-,1,,THH099gc,0.1,unidentifiable mush,TRUE,West,Outer,3
BOEM,45827,Cheyenne,Thread Herring,THH100,THH100gc,WO3,45956,mush,<0.1,unidentifiable mush,-,1,,THH100gc,0.05,unidentifiable mush,TRUE,West,Outer,3
BOEM,45827,Dalton,Thread Herring,THH101,THH101gc,WO3,45956,mush,<0.1,unidentifiable mush,-,1,,THH101gc,0.05,unidentifiable mush,TRUE,West,Outer,3
BOEM,45827,Cheyenne,Thread Herring,THH102,THH102gc,WO3,45956,mush,<0.1,unidentifiable mush,-,1,,THH102gc,0.05,unidentifiable mush,TRUE,West,Outer,3
BOEM,45827,Sophia,Thread Herring,THH107,THH107gc,WO3,45956,mush,<0.1,unidentifiable mush,-,1,,THH107gc,0.05,unidentifiable mush,TRUE,West,Outer,3
BOEM,45827,Ava,Thread Herring,THH103,THH103gc,WO3,45956,mush,0.1,unidentifiable mush,-,1,,THH103gc,0.1,unidentifiable mush,TRUE,West,Outer,3
BOEM,45827,Cheyenne,Thread Herring,THH104,THH104gc,WO3,45956,mush,<0.1,unidentifiable mush,-,1,,THH104gc,0.05,unidentifiable mush,TRUE,West,Outer,3
BOEM,45827,Dalton,Thread Herring,THH105,THH105gc,WO3,45956,mush,<0.1,unidentifiable mush,-,1,,THH105gc,0.05,unidentifiable mush,TRUE,West,Outer,3
BOEM,45827,Sophia,Thread Herring,THH109,THH109gc,W12,45225,mush,<0.1,unidentifiable mush,-,1,,THH109gc,0.05,unidentifiable mush,TRUE,West,NA,12
BOEM,45827,Sophia,Thread Herring,THH110,THH110gc,W12,45225,mush,<0.1,unidentifiable mush,-,1,,THH110gc,0.05,unidentifiable mush,TRUE,West,NA,12
BOEM,45827,Ava,Thread Herring,THH111,THH111gc,WO1,45225,mush,<0.1,unidentifiable mush,-,1,,THH111gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45827,Sophia,Thread Herring,THH112,THH112gc,WO1,45225,mush,<0.1,unidentifiable mush,-,1,,THH112gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45827,Ava,Thread Herring,THH113,THH113gc,WO1,45225,mush,<0.1,unidentifiable mush,-,1,,THH113gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45827,Cheyenne,Thread Herring,THH106,THH106gc,WO1,45225,mush,<0.1,unidentifiable mush,-,1,,THH106gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45827,Ava,Thread Herring,THH116,THH116gc,WO1,45225,mush,<0.1,unidentifiable mush,-,1,,THH116gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45827,Dalton,Thread Herring,THH114,THH114gc,WO1,45225,mush,<0.1,unidentifiable mush,-,1,,THH114gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45827,Sophia,Thread Herring,THH115,THH115gc,WO1,45225,mush,<0.1,unidentifiable mush,-,1,,THH115gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45827,Sohia,Thread Herring,THH117,THH117gc,WO1,45225,mush,<0.1,unidentifiable mush,-,1,,THH117gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45827,Cheyenne,Thread Herring,THH118,THH118gc,WO1,45225,mush,<0.1,unidentifiable mush,-,1,,THH118gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45827,Dalton,Thread Herring,THH119,THH119gc,WO1,45225,mush,0.2,unidentifiable mush,-,1,,THH119gc,0.2,unidentifiable mush,TRUE,West,Outer,1
BOEM,45828,Cole,Moonfish,MOF093,MOF093gc,WI2,45225,larval shrimp,<0.1,crustacean,-,2,,MOF093gc,0.05,crustacean,TRUE,West,Inner,2
BOEM,45828,Dalton,Pigfish,PIG015,PIG015gc,WI1,45225,mush,<0.1,unidentifiable mush,-,1,,PIG015gc,0.05,unidentifiable mush,TRUE,West,Inner,1
BOEM,45828,Cole,Moonfish,MOF096,MOF096gc,WI2,45225,larval shrimp,<0.1,biomatter,-,2,double check to see if this should be crustacean or biomatter,MOF096gc,0.05,biomatter,TRUE,West,Inner,2
BOEM,45831,Dannette,Atlantic Bumper,ATB071,ATB071gc,WI2,45225,mush,<0.1,unidentifiable mush,-,1,,ATB071gc,0.05,unidentifiable mush,TRUE,West,Inner,2
BOEM,45831,Dalton,Atlantic Bumper,ATB072,ATB072gc,WI2,45225,mush,<0.1,unidentifiable mush,-,1,,ATB072gc,0.05,unidentifiable mush,TRUE,West,Inner,2
BOEM,45831,Dannette,Atlantic Bumper,ATB073,ATB073gc,WI2,45225,mush,<0.1,unidentifiable mush,-,1,,ATB073gc,0.05,unidentifiable mush,TRUE,West,Inner,2
BOEM,45831,Dalton,Atlantic Bumper,ATB074,ATB074gc,WI2,45225,mush,<0.1,unidentifiable mush,-,1,,ATB074gc,0.05,unidentifiable mush,TRUE,West,Inner,2
BOEM,45831,Dannette,Atlantic Bumper,ATB075,ATB075gc,WI2,45225,mush,<0.1,unidentifiable mush,-,1,,ATB075gc,0.05,unidentifiable mush,TRUE,West,Inner,2
BOEM,45831,Dalton,Atlantic Bumper,ATB076,ATB076gc,WI2,45225,mush,0.1,unidentifiable mush,-,1,,ATB076gc,0.1,unidentifiable mush,TRUE,West,Inner,2
BOEM,45831,Dannette,Atlantic Bumper,ATB077,ATB077gc,WI2,45225,mush,<0.1,unidentifiable mush,-,1,,ATB077gc,0.05,unidentifiable mush,TRUE,West,Inner,2
BOEM,45831,Dannette,Atlantic Bumper,ATB078,ATB078gc,WI2,45225,mush,<0.1,unidentifiable mush,-,1,,ATB078gc,0.05,unidentifiable mush,TRUE,West,Inner,2
BOEM,45831,Dalton,Atlantic Bumper,ATB079,ATB079gc,WI2,45225,mush,<0.1,unidentifiable mush,-,1,,ATB079gc,0.05,unidentifiable mush,TRUE,West,Inner,2
BOEM,45831,Dannette,Atlantic Bumper,ATB080,ATB080gc,WI2,45225,mush,<0.1,unidentifiable mush,-,1,,ATB080gc,0.05,unidentifiable mush,TRUE,West,Inner,2
BOEM,45831,Dannette,Atlantic Bumper,ATB081,ATB081gc,WO1,45225,mush,0.1,unidentifiable mush,-,1,,ATB081gc,0.1,unidentifiable mush,TRUE,West,Outer,1
BOEM,45831,Dalton,Atlantic Bumper,ATB082,ATB082gc,WO1,45225,mush,<0.1,unidentifiable mush,-,1,,ATB082gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45831,Dannette,Atlantic Bumper,ATB083,ATB083gc,WO1,45225,mush,<0.1,unidentifiable mush,-,1,,ATB083gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45831,Dalton,Atlantic Bumper,ATB084,ATB084gc,WO1,45225,mush,<0.1,unidentifiable mush,-,1,,ATB084gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45831,Dannette,Atlantic Bumper,ATB085,ATB085gc,WO1,45225,mush,0.1,unidentifiable mush,-,1,,ATB085gc,0.1,unidentifiable mush,TRUE,West,Outer,1
BOEM,45831,Dannette,Atlantic Bumper,ATB087,ATB087gc,WO1,45225,mush,0.1,unidentifiable mush,-,1,,ATB087gc,0.1,unidentifiable mush,TRUE,West,Outer,1
BOEM,45831,Dannette,Atlantic Bumper,ATB088,ATB088gc,WO1,45225,mush,<0.1,unidentifiable mush,-,1,,ATB088gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45831,Dalton,Atlantic Bumper,ATB089,ATB089gc,WO1,45225,mush,0.1,unidentifiable mush,-,1,,ATB089gc,0.1,unidentifiable mush,TRUE,West,Outer,1
BOEM,45831,Dannette,Pinfish,PIN174,PIN174gc,WO1,45225,mush,0.2,unidentifiable mush,-,1,,PIN174gc,0.2,unidentifiable mush,TRUE,West,Outer,1
BOEM,45831,Dalton,Pinfish,PIN175,PIN175gc1,WO1,45225,jellyfish?,0.1,biomatter,1,4,"i mean could be a jellyfish, would have to check with an cnidaria person ",PIN175gc,0.1,biomatter,TRUE,West,Outer,1
BOEM,45831,Dalton,Pinfish,PIN175,PIN175gc2,WO1,45225,mush,<0.1,unidentifiable mush,-,1,,PIN175gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45831,Dalton,Pinfish,PIN176,PIN176gc,WO1,45225,mush,<0.1,unidentifiable mush,-,1,,PIN176gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45831,Dalton,Pinfish,PIN177,PIN177gc,WO1,45225,mush,0.2,unidentifiable mush,-,1,,PIN177gc,0.2,unidentifiable mush,TRUE,West,Outer,1
BOEM,45831,Dalton,Pinfish,PIN178,PIN178gc,WO1,45225,mush,0.1,unidentifiable mush,-,1,,PIN178gc,0.1,unidentifiable mush,TRUE,West,Outer,1
BOEM,45831,Dalton,Pinfish,PIN179,PIN179gc,WO1,45225,mush,<0.1,unidentifiable mush,-,1,,PIN179gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45832,Dalton,Pinfish,PIN182,PIN182gc,WO1,45225,mush,<0.1,unidentifiable mush,-,1,,PIN182gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45832,Dannette,Weakfish,WEF033,WEF033gc,EI2,45719,mush,<0.1,unidentifiable mush,-,1,,WEF033gc,0.05,unidentifiable mush,TRUE,East,Inner,2
BOEM,45832,Cheyenne,Weakfish,WEF038,WEF038gc1,WO3,45757,fish,1.3,biomatter,3,4,,WEF038gc,1.3,biomatter,TRUE,West,Outer,3
BOEM,45832,Cheyenne,Weakfish,WEF038,WEF038gc3,WO3,45757,mush,0.2,unidentifiable mush,-,1,,WEF038gc,0.2,unidentifiable mush,TRUE,West,Outer,3
BOEM,45832,Sophia,Weakfish,WEF039,WEF039gc1,WO2,45757,mush,1.2,unidentifiable mush,-,1,,WEF039gc,1.2,unidentifiable mush,TRUE,West,Outer,2
BOEM,45832,Sophia,Weakfish,WEF039,WEF039gc2,WO2,45757,fish,2.2,biomatter,2,3,"dont need three here, fish isnt identifiable (although prob sta) so biomatter",WEF039gc,2.2,biomatter,TRUE,West,Outer,2
BOEM,45832,Dannette,Weakfish,WEF046,WEF046gc,WI1,45757,anchovy mush,1.7,biomatter,-,2,cannot tell if anchovy based on picture,WEF046gc,1.7,biomatter,TRUE,West,Inner,1
BOEM,45832,Dalton,Weakfish,WEF047,WEF047gc,WI1,45757,STA,4.2,striped anchovy,1,4,"can identify by body, missing head ",WEF047gc,4.2,anchovy,TRUE,West,Inner,1
BOEM,45832,Dannette,Weakfish,WEF049,WEF049gc,WI1,45757,mush,0.1,unidentifiable mush,-,1,,WEF049gc,0.1,unidentifiable mush,TRUE,West,Inner,1
BOEM,45832,Dalton,Weakfish,WEF050,WEF050gc,WI1,45757,mush,<0.1,unidentifiable mush,-,1,,WEF050gc,0.05,unidentifiable mush,TRUE,West,Inner,1
BOEM,45832,Dalton,Weakfish,WEF053,WEF053gc,WI1,45757,mush,<0.1,unidentifiable mush,-,1,,WEF053gc,0.05,unidentifiable mush,TRUE,West,Inner,1
BOEM,45832,Cheyenne,Weakfish,WEF052,WEF052gc,WI1,45757,mush,0.1,unidentifiable mush,-,1,,WEF052gc,0.1,unidentifiable mush,TRUE,West,Inner,1
BOEM,45832,Sophia,Weakfish,WEF051,WEF051gc,WI1,45757,mush,0.2,unidentifiable mush,-,1,,WEF051gc,0.2,unidentifiable mush,TRUE,West,Inner,1
BOEM,45832,Cheyenne,Spot,SPO122,SPO122gc,EI2,45719,mush,<0.1,unidentifiable mush,-,1,,SPO122gc,0.05,unidentifiable mush,TRUE,East,Inner,2
BOEM,46198,Dannette,Striped Anchovy,STA199,STA199gc,EO2,45224,mush,<0.1,unidentifiable mush,-,1,,STA199gc,0.05,unidentifiable mush,TRUE,East,Outer,2
BOEM,46198,Dannette,Striped Anchovy,STA201,STA201gc,EO2,45224,mush,<0.1,unidentifiable mush,-,1,,STA201gc,0.05,unidentifiable mush,TRUE,East,Outer,2
BOEM,46198,Dannette,Striped Anchovy,STA202,STA202gc,EO2,45224,mush,<0.1,unidentifiable mush,-,1,,STA202gc,0.05,unidentifiable mush,TRUE,East,Outer,2
BOEM,46198,Dannette,Striped Anchovy,STA203,STA203gc,EO2,45224,mush,<0.1,unidentifiable mush,-,1,,STA203gc,0.05,unidentifiable mush,TRUE,East,Outer,2
BOEM,46198,Dannette,Striped Anchovy,STA205,STA205gc,EO2,45224,mush,<0.1,unidentifiable mush,-,1,,STA205gc,0.05,unidentifiable mush,TRUE,East,Outer,2
BOEM,46198,Dannette,Striped Anchovy,STA206,STA206gc,EO2,45224,mush,<0.1,unidentifiable mush,-,1,,STA206gc,0.05,unidentifiable mush,TRUE,East,Outer,2
BOEM,46198,Dannette,Striped Anchovy,STA208,STA208gc,WO3,45225,mush,<0.1,unidentifiable mush,-,1,,STA208gc,0.05,unidentifiable mush,TRUE,West,Outer,3
BOEM,46198,Dalton,Striped Anchovy,STA209,STA209gc,WO3,45225,mush,<0.1,unidentifiable mush,-,1,,STA209gc,0.05,unidentifiable mush,TRUE,West,Outer,3
BOEM,45834,Dannette,Striped Anchovy,STA214,STA214gc,WO3,45225,mush,0.1,unidentifiable mush,-,1,,STA214gc,0.1,unidentifiable mush,TRUE,West,Outer,3
BOEM,45834,Dannette,Striped Anchovy,STA216,STA216gc,WO3,45225,mush,<0.1,unidentifiable mush,-,1,,STA216gc,0.05,unidentifiable mush,TRUE,West,Outer,3
BOEM,45834,Cheyenne,Pinfish,PIN184,PIN184gc,EI3,45225, - , - ,unidentifiable mush,-, - ,,PIN184gc,NA,unidentifiable mush,FALSE,East,Inner,3
BOEM,45834,Sophia,Pinfish,PIN185,PIN185gc,EI3,45225,mush,0.2,unidentifiable mush,-,1,,PIN185gc,0.2,unidentifiable mush,TRUE,East,Inner,3
BOEM,45834,Cheyenne,Pinfish,PIN186,PIN186gc,EI3,45225, - , - ,unidentifiable mush,-, - ,,PIN186gc,NA,unidentifiable mush,FALSE,East,Inner,3
BOEM,45834,Sophia,Pinfish,PIN187,PIN187gc,EI3,45225,mush ,                <0.1,unidentifiable mush,-,1,,PIN187gc,0.05,unidentifiable mush,TRUE,East,Inner,3
BOEM,45834,Cheyenne,Pinfish,PIN188,PIN188gc,EI3,45225,mush,<0.1,unidentifiable mush,-,1,,PIN188gc,0.05,unidentifiable mush,TRUE,East,Inner,3
BOEM,45834,Ava,Pinfish,PIN193,PIN193gc,EI2,45225,mush ,0.4,unidentifiable mush,-,2,,PIN193gc,0.4,unidentifiable mush,TRUE,East,Inner,2
BOEM,45834,Cheyenne,Pinfish,PIN192,PIN192gc,EI2,45225,mush,<0.1,unidentifiable mush,-,1,,PIN192gc,0.05,unidentifiable mush,TRUE,East,Inner,2
BOEM,45834,Sophia,Pinfish,PIN191,PIN191gc,EI2,45225,mush,0.1,unidentifiable mush,-,1,,PIN191gc,0.1,unidentifiable mush,TRUE,East,Inner,2
BOEM,45834,Ava,Pinfish,PIN196,PIN196gc,EI2,45225,mush ,0.4,unidentifiable mush,-,2,,PIN196gc,0.4,unidentifiable mush,TRUE,East,Inner,2
BOEM,45834,Cheyenne,Pinfish,PIN194,PIN194gc,EI2,45225,mush,<0.1,unidentifiable mush,-,1,,PIN194gc,0.05,unidentifiable mush,TRUE,East,Inner,2
BOEM,45834,Cheyenne,Pinfish,PIN197,PIN197gc,EI2,45225,mush,0.1,unidentifiable mush,-,1,,PIN197gc,0.1,unidentifiable mush,TRUE,East,Inner,2
BOEM,45834,Sophia,Pinfish,PIN195,PIN195gc,EI2,45225,mush,0.2,unidentifiable mush,-,1,,PIN195gc,0.2,unidentifiable mush,TRUE,East,Inner,2
BOEM,45835,Dalton,Pinfish,PIN212,PIN212gc,WI1,45757,mush,<0.1,unidentifiable mush,-,1,,PIN212gc,0.05,unidentifiable mush,TRUE,West,Inner,1
BOEM,45835,Dalton,Pinfish,PIN213,PIN213gc,WI1,45757,mush,<0.1,unidentifiable mush,-,1,,PIN213gc,0.05,unidentifiable mush,TRUE,West,Inner,1
BOEM,45838,Dannette,Pinfish,PIN202,PIN202gc,EO2,45719,mush,<0.1,unidentifiable mush,-,1,,PIN202gc,0.05,unidentifiable mush,TRUE,East,Outer,2
BOEM,45838,Dalton,Pinfish,PIN203,PIN203gc,EO2,45719,mush,<0.1,unidentifiable mush,-,1,,PIN203gc,0.05,unidentifiable mush,TRUE,East,Outer,2
BOEM,45838,Dalton,Pinfish,PIN207,PIN207gc,EO2,45719,mush,<0.1,unidentifiable mush,-,1,,PIN207gc,0.05,unidentifiable mush,TRUE,East,Outer,2
BOEM,45838,Dalton,Pinfish,PIN210,PIN210gc,WI3,45757,mush,0.1,unidentifiable mush,-,1,,PIN210gc,0.1,unidentifiable mush,TRUE,West,Inner,3
BOEM,45838,Dannette,Pinfish,PIN227,PIN227gc1,WO1,45757,mush,0.1,unidentifiable mush,-,1,,PIN227gc,0.1,unidentifiable mush,TRUE,West,Outer,1
BOEM,45838,Dannette,Pinfish,PIN227,PIN227gc2,WO1,45757,shrimp,<0.1,crustacean,1,5,,PIN227gc,0.05,crustacean,TRUE,West,Outer,1
BOEM,45838,Dalton,Pinfish,PIN228,PIN228gc,WO1,45757,sediment?,0.4,detritus,-,2,no pic ,PIN228gc,0.4,detritus,TRUE,West,Outer,1
BOEM,45838,Dannette,Pinfish,PIN229,PIN229gc,WO1,45757,mush,0.2,unidentifiable mush,-,1,,PIN229gc,0.2,unidentifiable mush,TRUE,West,Outer,1
BOEM,45838,Dannette,Pinfish,PIN230,PIN230gc,WO1,45757,mush,0.2,unidentifiable mush,-,1,,PIN230gc,0.2,unidentifiable mush,TRUE,West,Outer,1
BOEM,45838,Dannette,Pinfish,PIN230,PIN230gc,WO1,45757,Shells,<0.1,mollusc,-,1,,PIN230gc,0.05,mollusca,TRUE,West,Outer,1
BOEM,45838,Dalton,Pinfish,PIN233,PIN233gc,WO1,45757,mush,<0.1,unidentifiable mush,-,1,,PIN233gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45838,Dalton,Pinfish,PIN231,PIN231gc,WO1,45757,mush,<0.1,unidentifiable mush,-,1,,PIN231gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45838,Dannette,Pinfish,PIN232,PIN232gc,WO1,45757,mush,<0.1,unidentifiable mush,-,1,,PIN232gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45838,Dannette,Pinfish,PIN234,PIN234gc,WO1,45757,sediment,0.5,detritus,-,1,,PIN234gc,0.5,detritus,TRUE,West,Outer,1
BOEM,45838,Dannette,Pinfish,PIN235,PIN235gc,WO1,45757,mush,<0.1,unidentifiable mush,-,1,,PIN235gc,0.05,unidentifiable mush,TRUE,West,Outer,1
BOEM,45838,Dalton,Pinfish,PIN224,PIN224gc,WO2,45757,Shells,<0.1,mollusc,2,5,are these both shells? or is one biomatter/mush ,PIN224gc,0.05,mollusca,TRUE,West,Outer,2
BOEM,45839,Dalton,Pinfish,PIN226,PIN226gc1,WO2,45757,shell,<0.1,mollusc,1,5,,PIN226gc,0.05,mollusca,TRUE,West,Outer,2
BOEM,45839,Dalton,Pinfish,PIN226,PIN226gc2,WO2,45757,mush,<0.1,unidentifiable mush,-,1,,PIN226gc,0.05,unidentifiable mush,TRUE,West,Outer,2
BOEM,45839,Cheyenne,Spot,SPO133,SPO133gc,WO3,45757,mush,<0.1,unidentifiable mush,-,1,,SPO133gc,0.05,unidentifiable mush,TRUE,West,Outer,3
BOEM,45839,Dannette,Spot,SPO136,SPO136gc,WO3,45757,mush,<0.1,unidentifiable mush,-,1,,SPO136gc,0.05,unidentifiable mush,TRUE,West,Outer,3
BOEM,45839,Dalton,Spot,SPO143,SPO143gc,WI2,45757,mush,<0.1,unidentifiable mush,-,1,,SPO143gc,0.05,unidentifiable mush,TRUE,West,Inner,2
BOEM,45839,Cheyenne,Spot,SPO141,SPO141gc,WO3,45757,mush/sand,<0.1,detritus,-,1,,SPO141gc,0.05,detritus,TRUE,West,Outer,3
BOEM,45839,Sophia,Spot,SPO139,SPO139gc,WO3,45757,sand,0.3,detritus,-,2,,SPO139gc,0.3,detritus,TRUE,West,Outer,3
BOEM,45839,Dannette,Spot,SPO144,SPO144gc,WI2,45757,mush,<0.1,unidentifiable mush,-,1,,SPO144gc,0.05,unidentifiable mush,TRUE,West,Inner,2
BOEM,45839,Sophia,Spot,SPO145,SPO145gc1,WI2,45757,sand,0.2,detritus,-,4,,SPO145gc,0.2,detritus,TRUE,West,Inner,2
BOEM,45839,Sophia,Spot,SPO145,SPO145gc2,WI2,45757,mush,<0.1,unidentifiable mush,-,1,,SPO145gc,0.05,unidentifiable mush,TRUE,West,Inner,2
